hour_index,time,requested_fraction_of_recent_resources,k,older_candidates,recent_resources,recent_labels,R6_0,Q6_recent_degree,Q6_older_degree,Q6_uniform_median,Q6_uniform_p05,Q6_uniform_p95,Q6_older_ties_p05,Q6_older_ties_median,Q6_older_ties_p95,Q6_recent_ties_p05,Q6_recent_ties_p95,recent_resources_selected_by_older_degree,recent_resource_coverage_older_degree,recent_resource_coverage_recent_degree,recent_resource_coverage_uniform_median,recent_resource_coverage_older_ties_p05,recent_resource_coverage_older_ties_p95,fraction_older_degree_actions_outside_recent
48,2026-06-18 00:00:00+00:00,1.0,16,166,16,39,0.9487179487179487,0.02702702702702703,0.35135135135135137,0.9459459459459459,0.5675675675675675,1.0,0.35135135135135137,0.35135135135135137,0.35135135135135137,0.02702702702702703,0.02702702702702703,5,0.3125,1.0,0.0625,0.3125,0.3125,0.6875
49,2026-06-18 01:00:00+00:00,0.1,2,154,13,32,0.90625,0.4482758620689655,1.0,1.0,0.9310344827586207,1.0,1.0,1.0,1.0,0.4482758620689655,0.4482758620689655,0,0.0,0.15384615384615385,0.0,0.0,0.0,1.0
49,2026-06-18 01:00:00+00:00,0.25,4,154,13,32,0.90625,0.2413793103448276,0.9310344827586207,1.0,0.8275862068965517,1.0,0.9310344827586207,0.9310344827586207,0.9310344827586207,0.20689655172413793,0.2413793103448276,1,0.07692307692307693,0.3076923076923077,0.0,0.07692307692307693,0.07692307692307693,0.75
49,2026-06-18 01:00:00+00:00,0.5,7,154,13,32,0.90625,0.13793103448275862,0.9310344827586207,1.0,0.6551724137931034,1.0,0.9310344827586207,0.9310344827586207,0.9310344827586207,0.10344827586206896,0.13793103448275862,1,0.07692307692307693,0.5384615384615384,0.0,0.07692307692307693,0.07692307692307693,0.8571428571428572
49,2026-06-18 01:00:00+00:00,1.0,13,154,13,32,0.90625,0.034482758620689655,0.6206896551724138,1.0,0.6551724137931034,1.0,0.6206896551724138,0.6206896551724138,0.6206896551724138,0.034482758620689655,0.034482758620689655,3,0.23076923076923078,1.0,0.07692307692307693,0.23076923076923078,0.23076923076923078,0.7692307692307692
50,2026-06-18 02:00:00+00:00,0.1,2,132,11,27,1.0,0.25925925925925924,1.0,1.0,0.8888888888888888,1.0,1.0,1.0,1.0,0.25925925925925924,0.25925925925925924,0,0.0,0.18181818181818182,0.0,0.0,0.0,1.0
50,2026-06-18 02:00:00+00:00,0.25,3,132,11,27,1.0,0.25925925925925924,1.0,1.0,0.8888888888888888,1.0,1.0,1.0,1.0,0.25925925925925924,0.25925925925925924,0,0.0,0.2727272727272727,0.0,0.0,0.0,1.0
50,2026-06-18 02:00:00+00:00,0.5,6,132,11,27,1.0,0.14814814814814814,1.0,1.0,0.7777777777777778,1.0,1.0,1.0,1.0,0.14814814814814814,0.14814814814814814,0,0.0,0.5454545454545454,0.0,0.0,0.0,1.0
50,2026-06-18 02:00:00+00:00,1.0,11,132,11,27,1.0,0.037037037037037035,0.48148148148148145,0.9629629629629629,0.7037037037037037,1.0,0.4074074074074074,0.48148148148148145,0.48148148148148145,0.037037037037037035,0.037037037037037035,2,0.18181818181818182,1.0,0.09090909090909091,0.18181818181818182,0.2727272727272727,0.8181818181818181
51,2026-06-18 03:00:00+00:00,0.1,1,108,10,24,0.9166666666666666,0.5909090909090909,1.0,1.0,0.9545454545454546,1.0,1.0,1.0,1.0,0.5909090909090909,0.5909090909090909,0,0.0,0.1,0.0,0.0,0.0,1.0
51,2026-06-18 03:00:00+00:00,0.25,3,108,10,24,0.9166666666666666,0.2727272727272727,1.0,1.0,0.7727272727272727,1.0,1.0,1.0,1.0,0.2727272727272727,0.2727272727272727,0,0.0,0.3,0.0,0.0,0.0,1.0
51,2026-06-18 03:00:00+00:00,0.5,5,108,10,24,0.9166666666666666,0.2727272727272727,0.5909090909090909,1.0,0.7727272727272727,1.0,0.5909090909090909,0.5909090909090909,0.5909090909090909,0.18181818181818182,0.2727272727272727,1,0.1,0.5,0.0,0.1,0.1,0.8
51,2026-06-18 03:00:00+00:00,1.0,10,108,10,24,0.9166666666666666,0.045454545454545456,0.36363636363636365,1.0,0.5909090909090909,1.0,0.2727272727272727,0.36363636363636365,0.36363636363636365,0.045454545454545456,0.045454545454545456,3,0.3,1.0,0.1,0.3,0.4,0.7
52,2026-06-18 04:00:00+00:00,0.1,1,88,6,17,1.0,0.5882352941176471,1.0,1.0,0.9411764705882353,1.0,1.0,1.0,1.0,0.5882352941176471,0.5882352941176471,0,0.0,0.16666666666666666,0.0,0.0,0.0,1.0
52,2026-06-18 04:00:00+00:00,0.25,2,88,6,17,1.0,0.5882352941176471,1.0,1.0,0.8235294117647058,1.0,1.0,1.0,1.0,0.35294117647058826,0.5882352941176471,0,0.0,0.3333333333333333,0.0,0.0,0.0,1.0
52,2026-06-18 04:00:00+00:00,0.5,3,88,6,17,1.0,0.4117647058823529,1.0,1.0,0.7058823529411765,1.0,1.0,1.0,1.0,0.23529411764705882,0.4117647058823529,0,0.0,0.5,0.0,0.0,0.0,1.0
52,2026-06-18 04:00:00+00:00,1.0,6,88,6,17,1.0,0.058823529411764705,0.29411764705882354,1.0,0.5882352941176471,1.0,0.29411764705882354,0.29411764705882354,0.29411764705882354,0.058823529411764705,0.058823529411764705,2,0.3333333333333333,1.0,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666667
53,2026-06-18 05:00:00+00:00,0.1,1,84,5,16,0.75,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0,0.0,0.2,0.0,0.0,0.0,1.0
53,2026-06-18 05:00:00+00:00,0.25,2,84,5,16,0.75,0.6666666666666666,1.0,1.0,0.75,1.0,1.0,1.0,1.0,0.4166666666666667,0.6666666666666666,0,0.0,0.4,0.0,0.0,0.0,1.0
53,2026-06-18 05:00:00+00:00,0.5,3,84,5,16,0.75,0.4166666666666667,1.0,1.0,0.75,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,0,0.0,0.6,0.0,0.0,0.0,1.0
53,2026-06-18 05:00:00+00:00,1.0,5,84,5,16,0.75,0.08333333333333333,0.5833333333333334,1.0,0.6666666666666666,1.0,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.08333333333333333,0.08333333333333333,2,0.4,1.0,0.0,0.4,0.4,0.6
54,2026-06-18 06:00:00+00:00,0.1,1,80,5,14,0.8571428571428571,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0,0.0,0.2,0.0,0.0,0.0,1.0
54,2026-06-18 06:00:00+00:00,0.25,2,80,5,14,0.8571428571428571,0.4166666666666667,1.0,1.0,0.9166666666666666,1.0,1.0,1.0,1.0,0.4166666666666667,0.5,0,0.0,0.4,0.0,0.0,0.0,1.0
54,2026-06-18 06:00:00+00:00,0.5,3,80,5,14,0.8571428571428571,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0,0.25,0.25,0,0.0,0.6,0.0,0.0,0.0,1.0
54,2026-06-18 06:00:00+00:00,1.0,5,80,5,14,0.8571428571428571,0.08333333333333333,0.5833333333333334,1.0,0.7458333333333336,1.0,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.08333333333333333,0.08333333333333333,2,0.4,1.0,0.0,0.4,0.4,0.6
55,2026-06-18 07:00:00+00:00,0.1,1,70,6,12,1.0,0.6666666666666666,1.0,1.0,0.9166666666666666,1.0,1.0,1.0,1.0,0.6666666666666666,0.75,0,0.0,0.16666666666666666,0.0,0.0,0.0,1.0
55,2026-06-18 07:00:00+00:00,0.25,2,70,6,12,1.0,0.4166666666666667,1.0,1.0,0.7458333333333336,1.0,1.0,1.0,1.0,0.4166666666666667,0.4166666666666667,0,0.0,0.3333333333333333,0.0,0.0,0.0,1.0
55,2026-06-18 07:00:00+00:00,0.5,3,70,6,12,1.0,0.25,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,1.0,0.25,0.25,0,0.0,0.5,0.0,0.0,0.16666666666666666,1.0
55,2026-06-18 07:00:00+00:00,1.0,6,70,6,12,1.0,0.08333333333333333,0.5833333333333334,1.0,0.5,1.0,0.4166666666666667,0.4166666666666667,0.5833333333333334,0.08333333333333333,0.08333333333333333,2,0.3333333333333333,1.0,0.0,0.3333333333333333,0.5,0.6666666666666667
56,2026-06-18 08:00:00+00:00,0.1,1,56,5,10,1.0,0.5,1.0,1.0,0.9,1.0,1.0,1.0,1.0,0.5,0.5,0,0.0,0.2,0.0,0.0,0.0,1.0
56,2026-06-18 08:00:00+00:00,0.25,2,56,5,10,1.0,0.3,1.0,1.0,0.6,1.0,1.0,1.0,1.0,0.3,0.3,0,0.0,0.4,0.0,0.0,0.0,1.0
56,2026-06-18 08:00:00+00:00,0.5,3,56,5,10,1.0,0.3,0.5,1.0,0.5,1.0,0.5,0.5,0.5,0.2,0.3,1,0.2,0.6,0.0,0.2,0.2,0.6666666666666667
56,2026-06-18 08:00:00+00:00,1.0,5,56,5,10,1.0,0.1,0.4,1.0,0.5,1.0,0.4,0.4,0.4,0.1,0.1,2,0.4,1.0,0.0,0.4,0.4,0.6
57,2026-06-18 09:00:00+00:00,0.1,1,49,5,10,0.8,0.375,1.0,1.0,0.875,1.0,1.0,1.0,1.0,0.375,0.375,0,0.0,0.2,0.0,0.0,0.0,1.0
57,2026-06-18 09:00:00+00:00,0.25,2,49,5,10,0.8,0.375,0.375,1.0,0.75,1.0,0.375,0.375,0.375,0.25,0.375,1,0.2,0.4,0.0,0.2,0.2,0.5
57,2026-06-18 09:00:00+00:00,0.5,3,49,5,10,0.8,0.375,0.375,1.0,0.375,1.0,0.375,0.375,0.375,0.25,0.375,1,0.2,0.6,0.0,0.2,0.2,0.6666666666666667
57,2026-06-18 09:00:00+00:00,1.0,5,49,5,10,0.8,0.125,0.375,1.0,0.375,1.0,0.25,0.375,0.375,0.125,0.125,1,0.2,1.0,0.0,0.2,0.4,0.8
58,2026-06-18 10:00:00+00:00,0.1,1,48,6,11,0.8181818181818182,0.3333333333333333,1.0,1.0,0.7777777777777778,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0,0.0,0.16666666666666666,0.0,0.0,0.0,1.0
58,2026-06-18 10:00:00+00:00,0.25,2,48,6,11,0.8181818181818182,0.3333333333333333,0.3333333333333333,1.0,0.6500000000000009,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1,0.16666666666666666,0.3333333333333333,0.0,0.16666666666666666,0.16666666666666666,0.5
58,2026-06-18 10:00:00+00:00,0.5,3,48,6,11,0.8181818181818182,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2222222222222222,0.3333333333333333,1,0.16666666666666666,0.5,0.0,0.16666666666666666,0.16666666666666666,0.6666666666666667
58,2026-06-18 10:00:00+00:00,1.0,6,48,6,11,0.8181818181818182,0.1111111111111111,0.3333333333333333,0.8888888888888888,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.1111111111111111,2,0.3333333333333333,1.0,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666667
59,2026-06-18 11:00:00+00:00,0.1,1,47,4,12,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.25,0.0,0.0,0.0,1.0
59,2026-06-18 11:00:00+00:00,0.25,1,47,4,12,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.25,0.0,0.0,0.0,1.0
59,2026-06-18 11:00:00+00:00,0.5,2,47,4,12,0.3333333333333333,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1,0.25,0.5,0.0,0.25,0.25,0.5
59,2026-06-18 11:00:00+00:00,1.0,4,47,4,12,0.3333333333333333,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.25,1,0.25,1.0,0.0,0.25,0.25,0.75
60,2026-06-18 12:00:00+00:00,0.1,1,46,4,13,0.38461538461538464,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.8,0,0.0,0.25,0.0,0.0,0.0,1.0
60,2026-06-18 12:00:00+00:00,0.25,1,46,4,13,0.38461538461538464,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.8,0,0.0,0.25,0.0,0.0,0.0,1.0
60,2026-06-18 12:00:00+00:00,0.5,2,46,4,13,0.38461538461538464,0.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.4,1,0.25,0.5,0.0,0.25,0.25,0.5
60,2026-06-18 12:00:00+00:00,1.0,4,46,4,13,0.38461538461538464,0.2,1.0,1.0,0.8,1.0,1.0,1.0,1.0,0.2,0.2,1,0.25,1.0,0.0,0.25,0.25,0.75
61,2026-06-18 13:00:00+00:00,0.1,1,46,3,9,0.5555555555555556,0.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.4,0,0.0,0.3333333333333333,0.0,0.0,0.0,1.0
61,2026-06-18 13:00:00+00:00,0.25,1,46,3,9,0.5555555555555556,0.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.4,0,0.0,0.3333333333333333,0.0,0.0,0.0,1.0
61,2026-06-18 13:00:00+00:00,0.5,2,46,3,9,0.5555555555555556,0.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.4,1,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.5
61,2026-06-18 13:00:00+00:00,1.0,3,46,3,9,0.5555555555555556,0.2,1.0,1.0,0.4,1.0,1.0,1.0,1.0,0.2,0.2,1,0.3333333333333333,1.0,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666667
62,2026-06-18 14:00:00+00:00,0.1,1,46,1,5,1.0,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.2,0,0.0,1.0,0.0,0.0,0.0,1.0
62,2026-06-18 14:00:00+00:00,0.25,1,46,1,5,1.0,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.2,0,0.0,1.0,0.0,0.0,0.0,1.0
62,2026-06-18 14:00:00+00:00,0.5,1,46,1,5,1.0,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.2,0,0.0,1.0,0.0,0.0,0.0,1.0
62,2026-06-18 14:00:00+00:00,1.0,1,46,1,5,1.0,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.2,0,0.0,1.0,0.0,0.0,0.0,1.0
63,2026-06-18 15:00:00+00:00,0.1,1,47,2,8,0.75,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0,0.0,0.5,0.0,0.0,0.0,1.0
63,2026-06-18 15:00:00+00:00,0.25,1,47,2,8,0.75,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0,0.0,0.5,0.0,0.0,0.0,1.0
63,2026-06-18 15:00:00+00:00,0.5,1,47,2,8,0.75,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0,0.0,0.5,0.0,0.0,0.0,1.0
63,2026-06-18 15:00:00+00:00,1.0,2,47,2,8,0.75,0.16666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.16666666666666666,0.16666666666666666,0,0.0,1.0,0.0,0.0,0.0,1.0
64,2026-06-18 16:00:00+00:00,0.1,2,54,14,38,0.631578947368421,0.4583333333333333,1.0,1.0,0.5812500000000002,1.0,1.0,1.0,1.0,0.4583333333333333,0.6666666666666666,0,0.0,0.14285714285714285,0.0,0.0,0.0,1.0
64,2026-06-18 16:00:00+00:00,0.25,4,54,14,38,0.631578947368421,0.25,0.6666666666666666,0.9583333333333334,0.4583333333333333,1.0,0.6666666666666666,0.6666666666666666,1.0,0.25,0.3333333333333333,1,0.07142857142857142,0.2857142857142857,0.07142857142857142,0.0,0.07142857142857142,0.75
64,2026-06-18 16:00:00+00:00,0.5,7,54,14,38,0.631578947368421,0.125,0.4583333333333333,0.9166666666666666,0.4166666666666667,1.0,0.4583333333333333,0.6666666666666666,0.6666666666666666,0.08333333333333333,0.125,3,0.21428571428571427,0.5,0.14285714285714285,0.14285714285714285,0.21428571428571427,0.5714285714285714
64,2026-06-18 16:00:00+00:00,1.0,14,54,14,38,0.631578947368421,0.041666666666666664,0.4583333333333333,0.625,0.375,1.0,0.4583333333333333,0.4583333333333333,0.4583333333333333,0.041666666666666664,0.041666666666666664,3,0.21428571428571427,1.0,0.2857142857142857,0.21428571428571427,0.21428571428571427,0.7857142857142857
65,2026-06-18 17:00:00+00:00,0.1,4,64,37,89,0.8764044943820225,0.6923076923076923,0.782051282051282,0.9487179487179487,0.8333333333333334,1.0,0.782051282051282,0.782051282051282,0.782051282051282,0.6923076923076923,0.6923076923076923,2,0.05405405405405406,0.10810810810810811,0.05405405405405406,0.05405405405405406,0.05405405405405406,0.5
65,2026-06-18 17:00:00+00:00,0.25,10,64,37,89,0.8764044943820225,0.4230769230769231,0.6666666666666666,0.8589743589743589,0.6923076923076923,0.9615384615384616,0.6666666666666666,0.6666666666666666,0.6794871794871795,0.2564102564102564,0.4230769230769231,6,0.16216216216216217,0.2702702702702703,0.16216216216216217,0.16216216216216217,0.16216216216216217,0.4
65,2026-06-18 17:00:00+00:00,0.5,19,64,37,89,0.8764044943820225,0.08974358974358974,0.16666666666666666,0.717948717948718,0.5384615384615384,0.859615384615384,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.07692307692307693,0.08974358974358974,12,0.32432432432432434,0.5135135135135135,0.2972972972972973,0.32432432432432434,0.32432432432432434,0.368421052631579
65,2026-06-18 17:00:00+00:00,1.0,37,64,37,89,0.8764044943820225,0.01282051282051282,0.0641025641025641,0.4230769230769231,0.21794871794871795,0.5903846153846148,0.0641025641025641,0.0641025641025641,0.08974358974358974,0.01282051282051282,0.01282051282051282,24,0.6486486486486487,1.0,0.5675675675675675,0.6216216216216216,0.6756756756756757,0.3513513513513513
66,2026-06-18 18:00:00+00:00,0.1,8,97,76,184,0.9130434782608695,0.7142857142857143,0.7380952380952381,0.9583333333333334,0.8928571428571429,0.9880952380952381,0.7380952380952381,0.7380952380952381,0.7380952380952381,0.7083333333333334,0.7142857142857143,7,0.09210526315789473,0.10526315789473684,0.07894736842105263,0.09210526315789473,0.09210526315789473,0.125
66,2026-06-18 18:00:00+00:00,0.25,19,97,76,184,0.9130434782608695,0.4166666666666667,0.5476190476190477,0.8779761904761905,0.7797619047619048,0.9404761904761905,0.5476190476190477,0.5476190476190477,0.5476190476190477,0.4107142857142857,0.4583333333333333,15,0.19736842105263158,0.25,0.19736842105263158,0.19736842105263158,0.19736842105263158,0.21052631578947367
66,2026-06-18 18:00:00+00:00,0.5,38,97,76,184,0.9130434782608695,0.09523809523809523,0.11904761904761904,0.7202380952380952,0.5952380952380952,0.8157738095238093,0.11904761904761904,0.11904761904761904,0.11904761904761904,0.047619047619047616,0.09523809523809523,30,0.39473684210526316,0.5,0.39473684210526316,0.39473684210526316,0.39473684210526316,0.21052631578947367
66,2026-06-18 18:00:00+00:00,1.0,76,97,76,184,0.9130434782608695,0.005952380952380952,0.03571428571428571,0.3005952380952381,0.10714285714285714,0.4523809523809524,0.017857142857142856,0.02976190476190476,0.03571428571428571,0.005952380952380952,0.005952380952380952,61,0.8026315789473685,1.0,0.7828947368421053,0.7631578947368421,0.816447368421052,0.19736842105263153
67,2026-06-18 19:00:00+00:00,0.1,13,147,129,371,0.921832884097035,0.6228070175438597,0.6403508771929824,0.9517543859649122,0.8713450292397661,0.97953216374269,0.6257309941520468,0.6345029239766082,0.6403508771929824,0.6228070175438597,0.6228070175438597,12,0.09302325581395349,0.10077519379844961,0.09302325581395349,0.09302325581395349,0.09302325581395349,0.07692307692307687
67,2026-06-18 19:00:00+00:00,0.25,33,147,129,371,0.921832884097035,0.3508771929824561,0.3830409356725146,0.8640350877192983,0.7456140350877193,0.9181286549707602,0.3830409356725146,0.3888888888888889,0.39766081871345027,0.3391812865497076,0.36257309941520466,30,0.23255813953488372,0.2558139534883721,0.2248062015503876,0.23255813953488372,0.23255813953488372,0.09090909090909094
67,2026-06-18 19:00:00+00:00,0.5,65,147,129,371,0.921832884097035,0.03216374269005848,0.06432748538011696,0.6842105263157895,0.5380116959064327,0.7894736842105263,0.06432748538011696,0.06432748538011696,0.13450292397660818,0.029239766081871343,0.06432748538011696,57,0.4418604651162791,0.5038759689922481,0.4418604651162791,0.4418604651162791,0.4496124031007752,0.12307692307692308
67,2026-06-18 19:00:00+00:00,1.0,129,147,129,371,0.921832884097035,0.0029239766081871343,0.014619883040935672,0.14912280701754385,0.049707602339181284,0.33347953216374254,0.005847953216374269,0.008771929824561403,0.014619883040935672,0.0029239766081871343,0.0029239766081871343,114,0.8837209302325582,1.0,0.875968992248062,0.8682170542635659,0.8992248062015504,0.11627906976744184
68,2026-06-18 20:00:00+00:00,0.1,21,225,210,570,0.9789473684210527,0.6326164874551972,0.6415770609318996,0.9605734767025089,0.8655017921146954,0.982078853046595,0.6415770609318996,0.6415770609318996,0.6415770609318996,0.6326164874551972,0.6344086021505376,20,0.09523809523809523,0.1,0.09523809523809523,0.09523809523809523,0.09523809523809523,0.04761904761904767
68,2026-06-18 20:00:00+00:00,0.25,53,225,210,570,0.9789473684210527,0.37992831541218636,0.3924731182795699,0.8763440860215054,0.7491039426523297,0.9301075268817204,0.3870967741935484,0.3960573476702509,0.4014336917562724,0.37455197132616486,0.3906810035842294,51,0.24285714285714285,0.2523809523809524,0.23809523809523808,0.24285714285714285,0.24285714285714285,0.037735849056603765
68,2026-06-18 20:00:00+00:00,0.5,105,225,210,570,0.9789473684210527,0.1003584229390681,0.12903225806451613,0.696236559139785,0.5519713261648745,0.8082437275985663,0.1057347670250896,0.13082437275985664,0.13978494623655913,0.07885304659498207,0.12903225806451613,99,0.4714285714285714,0.5,0.4666666666666667,0.4666666666666667,0.4714285714285714,0.05714285714285716
68,2026-06-18 20:00:00+00:00,1.0,210,225,210,570,0.9789473684210527,0.0017921146953405018,0.008960573476702509,0.08781362007168458,0.021505376344086023,0.3567204301075268,0.0035842293906810036,0.005376344086021506,0.008960573476702509,0.0017921146953405018,0.0017921146953405018,196,0.9333333333333333,1.0,0.9333333333333333,0.9285714285714286,0.9428571428571428,0.06666666666666665
69,2026-06-18 21:00:00+00:00,0.1,31,325,305,727,0.9711141678129298,0.623229461756374,0.6303116147308782,0.9674220963172805,0.8625354107648726,0.9844192634560907,0.6260623229461756,0.6274787535410765,0.6317280453257791,0.6203966005665722,0.6246458923512748,30,0.09836065573770492,0.10163934426229508,0.09508196721311475,0.09836065573770492,0.09836065573770492,0.032258064516129004
69,2026-06-18 21:00:00+00:00,0.25,77,325,305,727,0.9711141678129298,0.36827195467422097,0.3895184135977337,0.896600566572238,0.7648725212464589,0.943342776203966,0.37960339943342775,0.3895184135977337,0.3980169971671388,0.36827195467422097,0.38526912181303113,76,0.24918032786885247,0.25245901639344265,0.2360655737704918,0.2459016393442623,0.24918032786885247,0.012987012987012991
69,2026-06-18 21:00:00+00:00,0.5,153,325,305,727,0.9711141678129298,0.15722379603399433,0.17138810198300283,0.7450424929178471,0.5820113314447591,0.8414305949008498,0.15155807365439095,0.17705382436260622,0.18555240793201133,0.1203257790368272,0.17422096317280453,148,0.4852459016393443,0.5016393442622951,0.46885245901639344,0.4819672131147541,0.4852459016393443,0.0326797385620915
69,2026-06-18 21:00:00+00:00,1.0,305,325,305,727,0.9711141678129298,0.00141643059490085,0.00424929178470255,0.09490084985835694,0.026912181303116147,0.4405807365439093,0.0028328611898017,0.0056657223796034,0.007082152974504249,0.00141643059490085,0.00141643059490085,289,0.9475409836065574,1.0,0.9377049180327869,0.9344262295081968,0.9475409836065574,0.05245901639344264
70,2026-06-18 22:00:00+00:00,0.1,34,351,331,757,0.9762219286657859,0.6048714479025711,0.6089309878213802,0.9675236806495264,0.857916102841678,0.9837618403247632,0.6048714479025711,0.6089309878213802,0.6102841677943166,0.6035182679296346,0.6116373477672531,34,0.1027190332326284,0.1027190332326284,0.09667673716012085,0.1027190332326284,0.1027190332326284,0.0
70,2026-06-18 22:00:00+00:00,0.25,83,351,331,757,0.9762219286657859,0.39648173207036536,0.4059539918809202,0.9039242219215156,0.7671177266576454,0.945872801082544,0.39783491204330174,0.401894451962111,0.4059539918809202,0.38971583220568334,0.39918809201623817,82,0.24773413897280966,0.25075528700906347,0.23564954682779457,0.24773413897280966,0.24773413897280966,0.012048192771084376
70,2026-06-18 22:00:00+00:00,0.5,166,351,331,757,0.9762219286657859,0.15561569688768606,0.17591339648173207,0.7185385656292287,0.5668470906630582,0.8472259810554803,0.16102841677943167,0.17997293640054127,0.1880920162381597,0.13389715832205684,0.17050067658998647,160,0.48338368580060426,0.5015105740181269,0.47129909365558914,0.4773413897280967,0.48338368580060426,0.03614457831325302
70,2026-06-18 22:00:00+00:00,1.0,331,351,331,757,0.9762219286657859,0.0013531799729364006,0.0040595399188092015,0.08389715832205684,0.021583220568335594,0.3456021650879513,0.0040595399188092015,0.005412719891745603,0.008119079837618403,0.0013531799729364006,0.0013531799729364006,316,0.9546827794561934,1.0,0.9425981873111783,0.9395770392749244,0.9486404833836858,0.0453172205438066
71,2026-06-18 23:00:00+00:00,0.1,33,351,323,728,0.9793956043956044,0.6016830294530154,0.6086956521739131,0.9719495091164095,0.8499298737727911,0.9873772791023843,0.603085553997195,0.605890603085554,0.6100981767180925,0.6002805049088359,0.6086956521739131,33,0.1021671826625387,0.1021671826625387,0.09442724458204334,0.1021671826625387,0.1021671826625387,0.0
71,2026-06-18 23:00:00+00:00,0.25,81,351,323,728,0.9793956043956044,0.39831697054698456,0.40953716690042075,0.9116409537166901,0.7503506311360448,0.9495091164095372,0.4067321178120617,0.40953716690042075,0.4123422159887798,0.3955119214586255,0.4053295932678822,79,0.24458204334365324,0.25077399380804954,0.23219814241486067,0.24458204334365324,0.24458204334365324,0.024691358024691357
71,2026-06-18 23:00:00+00:00,0.5,162,351,323,728,0.9793956043956044,0.15568022440392706,0.18934081346423562,0.7678821879382889,0.5792426367461431,0.8626227208976156,0.17812061711079943,0.19074333800841514,0.19642356241234216,0.13604488078541374,0.1753856942496493,153,0.47368421052631576,0.5015479876160991,0.4613003095975232,0.4674922600619195,0.47368421052631576,0.05555555555555558
71,2026-06-18 23:00:00+00:00,1.0,323,351,323,728,0.9793956043956044,0.001402524544179523,0.005610098176718092,0.1276297335203366,0.043478260869565216,0.5105189340813464,0.004207573632538569,0.005610098176718092,0.009817671809256662,0.001402524544179523,0.001402524544179523,301,0.9318885448916409,1.0,0.9195046439628483,0.913312693498452,0.9287925696594427,0.06811145510835914
72,2026-06-19 00:00:00+00:00,0.1,31,354,302,672,0.9806547619047619,0.5887708649468892,0.6054628224582701,0.9757207890743551,0.8452200303490136,0.9893778452200304,0.5993930197268589,0.6069802731411229,0.6130500758725341,0.582701062215478,0.5963581183611533,31,0.10264900662251655,0.10264900662251655,0.08609271523178808,0.10264900662251655,0.10264900662251655,0.0
72,2026-06-19 00:00:00+00:00,0.25,76,354,302,672,0.9806547619047619,0.3960546282245827,0.4264036418816389,0.9203338391502276,0.7632018209408195,0.9590288315629742,0.4233687405159332,0.4279210925644917,0.4324734446130501,0.38543247344461307,0.4006069802731411,72,0.23841059602649006,0.25165562913907286,0.2152317880794702,0.23841059602649006,0.23841059602649006,0.052631578947368474
