hour_index,time,requested_fraction_of_recent_resources,k,older_candidates,recent_resources,recent_labels,R6_0,Q6_recent_degree,Q6_older_degree,Q6_uniform_median,Q6_uniform_p05,Q6_uniform_p95,Q6_older_ties_p05,Q6_older_ties_median,Q6_older_ties_p95,Q6_recent_ties_p05,Q6_recent_ties_p95,recent_resources_selected_by_older_degree,recent_resource_coverage_older_degree,recent_resource_coverage_recent_degree,recent_resource_coverage_uniform_median,recent_resource_coverage_older_ties_p05,recent_resource_coverage_older_ties_p95,fraction_older_degree_actions_outside_recent
120,2026-06-21 00:00:00+00:00,0.5,3,76,6,16,0.375,0.5,1.0,1.0,0.8333333333333334,1.0,1.0,1.0,1.0,0.5,0.5,0,0.0,0.5,0.0,0.0,0.0,1.0
120,2026-06-21 00:00:00+00:00,1.0,6,76,6,16,0.375,0.16666666666666666,1.0,1.0,0.8333333333333334,1.0,1.0,1.0,1.0,0.16666666666666666,0.16666666666666666,1,0.16666666666666666,1.0,0.0,0.0,0.16666666666666666,0.8333333333333334
121,2026-06-21 01:00:00+00:00,0.1,1,73,5,13,0.46153846153846156,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.2,0.0,0.0,0.0,1.0
121,2026-06-21 01:00:00+00:00,0.25,2,73,5,13,0.46153846153846156,0.5,1.0,1.0,0.8333333333333334,1.0,1.0,1.0,1.0,0.5,0.5,0,0.0,0.4,0.0,0.0,0.0,1.0
121,2026-06-21 01:00:00+00:00,0.5,3,73,5,13,0.46153846153846156,0.3333333333333333,1.0,1.0,0.8333333333333334,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,0,0.0,0.6,0.0,0.0,0.0,1.0
121,2026-06-21 01:00:00+00:00,1.0,5,73,5,13,0.46153846153846156,0.16666666666666666,1.0,1.0,0.8333333333333334,1.0,1.0,1.0,1.0,0.16666666666666666,0.16666666666666666,0,0.0,1.0,0.0,0.0,0.0,1.0
122,2026-06-21 02:00:00+00:00,0.1,1,66,6,12,0.5,0.5,1.0,1.0,0.8333333333333334,1.0,1.0,1.0,1.0,0.5,0.5,0,0.0,0.16666666666666666,0.0,0.0,0.0,1.0
122,2026-06-21 02:00:00+00:00,0.25,2,66,6,12,0.5,0.3333333333333333,1.0,1.0,0.8333333333333334,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,0,0.0,0.3333333333333333,0.0,0.0,0.0,1.0
122,2026-06-21 02:00:00+00:00,0.5,3,66,6,12,0.5,0.3333333333333333,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,0,0.0,0.5,0.0,0.0,0.0,1.0
122,2026-06-21 02:00:00+00:00,1.0,6,66,6,12,0.5,0.16666666666666666,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.16666666666666666,0.16666666666666666,2,0.3333333333333333,1.0,0.0,0.16666666666666666,0.3333333333333333,0.6666666666666667
123,2026-06-21 03:00:00+00:00,0.1,1,62,7,15,0.4666666666666667,0.8571428571428571,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8571428571428571,0.8571428571428571,0,0.0,0.14285714285714285,0.0,0.0,0.0,1.0
123,2026-06-21 03:00:00+00:00,0.25,2,62,7,15,0.4666666666666667,0.42857142857142855,1.0,1.0,0.8571428571428571,1.0,1.0,1.0,1.0,0.42857142857142855,0.42857142857142855,0,0.0,0.2857142857142857,0.0,0.0,0.0,1.0
123,2026-06-21 03:00:00+00:00,0.5,4,62,7,15,0.4666666666666667,0.2857142857142857,1.0,1.0,0.8571428571428571,1.0,1.0,1.0,1.0,0.2857142857142857,0.42857142857142855,0,0.0,0.5714285714285714,0.0,0.0,0.14285714285714285,1.0
123,2026-06-21 03:00:00+00:00,1.0,7,62,7,15,0.4666666666666667,0.14285714285714285,1.0,1.0,0.8571428571428571,1.0,1.0,1.0,1.0,0.14285714285714285,0.14285714285714285,1,0.14285714285714285,1.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.8571428571428572
124,2026-06-21 04:00:00+00:00,0.1,1,58,9,28,0.6428571428571429,0.3333333333333333,0.3333333333333333,1.0,0.9444444444444444,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1,0.1111111111111111,0.1111111111111111,0.0,0.1111111111111111,0.1111111111111111,0.0
124,2026-06-21 04:00:00+00:00,0.25,3,58,9,28,0.6428571428571429,0.1111111111111111,0.3333333333333333,1.0,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.1111111111111111,1,0.1111111111111111,0.3333333333333333,0.0,0.1111111111111111,0.1111111111111111,0.6666666666666667
124,2026-06-21 04:00:00+00:00,0.5,5,58,9,28,0.6428571428571429,0.1111111111111111,0.3333333333333333,1.0,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.1111111111111111,2,0.2222222222222222,0.5555555555555556,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.6
124,2026-06-21 04:00:00+00:00,1.0,9,58,9,28,0.6428571428571429,0.05555555555555555,0.2777777777777778,0.9444444444444444,0.3333333333333333,1.0,0.2777777777777778,0.2777777777777778,0.3333333333333333,0.05555555555555555,0.05555555555555555,3,0.3333333333333333,1.0,0.1111111111111111,0.2222222222222222,0.3333333333333333,0.6666666666666667
125,2026-06-21 05:00:00+00:00,0.1,1,58,9,28,0.6428571428571429,0.3333333333333333,0.3333333333333333,1.0,0.9444444444444444,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1,0.1111111111111111,0.1111111111111111,0.0,0.1111111111111111,0.1111111111111111,0.0
125,2026-06-21 05:00:00+00:00,0.25,3,58,9,28,0.6428571428571429,0.1111111111111111,0.3333333333333333,1.0,0.8888888888888888,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.1111111111111111,1,0.1111111111111111,0.3333333333333333,0.0,0.1111111111111111,0.2222222222222222,0.6666666666666667
125,2026-06-21 05:00:00+00:00,0.5,5,58,9,28,0.6428571428571429,0.1111111111111111,0.3333333333333333,1.0,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.1111111111111111,2,0.2222222222222222,0.5555555555555556,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.6
125,2026-06-21 05:00:00+00:00,1.0,9,58,9,28,0.6428571428571429,0.05555555555555555,0.2777777777777778,0.9444444444444444,0.3333333333333333,1.0,0.2777777777777778,0.2777777777777778,0.3333333333333333,0.05555555555555555,0.05555555555555555,3,0.3333333333333333,1.0,0.1111111111111111,0.2222222222222222,0.3333333333333333,0.6666666666666667
126,2026-06-21 06:00:00+00:00,0.1,1,53,8,29,0.6551724137931034,0.3684210526315789,0.3684210526315789,1.0,0.9473684210526315,1.0,0.3684210526315789,0.3684210526315789,0.3684210526315789,0.3684210526315789,0.3684210526315789,1,0.125,0.125,0.0,0.125,0.125,0.0
126,2026-06-21 06:00:00+00:00,0.25,2,53,8,29,0.6551724137931034,0.3157894736842105,0.3684210526315789,1.0,0.8421052631578947,1.0,0.3684210526315789,0.3684210526315789,0.3684210526315789,0.3157894736842105,0.3157894736842105,1,0.125,0.25,0.0,0.125,0.125,0.5
126,2026-06-21 06:00:00+00:00,0.5,4,53,8,29,0.6551724137931034,0.10526315789473684,0.3684210526315789,1.0,0.3684210526315789,1.0,0.3684210526315789,0.3684210526315789,0.3684210526315789,0.10526315789473684,0.10526315789473684,1,0.125,0.5,0.125,0.125,0.125,0.75
126,2026-06-21 06:00:00+00:00,1.0,8,53,8,29,0.6551724137931034,0.05263157894736842,0.15789473684210525,0.9473684210526315,0.3684210526315789,1.0,0.15789473684210525,0.3157894736842105,0.3157894736842105,0.05263157894736842,0.05263157894736842,3,0.375,1.0,0.125,0.25,0.375,0.625
127,2026-06-21 07:00:00+00:00,0.1,2,44,12,35,0.7714285714285715,0.2962962962962963,0.2962962962962963,1.0,0.8500000000000001,1.0,0.2962962962962963,0.5925925925925926,0.5925925925925926,0.2962962962962963,0.2962962962962963,2,0.16666666666666666,0.16666666666666666,0.0,0.08333333333333333,0.16666666666666666,0.0
127,2026-06-21 07:00:00+00:00,0.25,3,44,12,35,0.7714285714285715,0.25925925925925924,0.2962962962962963,1.0,0.5925925925925926,1.0,0.2962962962962963,0.2962962962962963,0.5925925925925926,0.25925925925925924,0.25925925925925924,2,0.16666666666666666,0.25,0.08333333333333333,0.08333333333333333,0.16666666666666666,0.33333333333333337
127,2026-06-21 07:00:00+00:00,0.5,6,44,12,35,0.7714285714285715,0.1111111111111111,0.25925925925925924,0.9629629629629629,0.5555555555555556,1.0,0.25925925925925924,0.25925925925925924,0.25925925925925924,0.1111111111111111,0.18518518518518517,3,0.25,0.5,0.16666666666666666,0.25,0.25,0.5
127,2026-06-21 07:00:00+00:00,1.0,12,44,12,35,0.7714285714285715,0.037037037037037035,0.18518518518518517,0.8518518518518519,0.2962962962962963,1.0,0.18518518518518517,0.18518518518518517,0.25925925925925924,0.037037037037037035,0.037037037037037035,4,0.3333333333333333,1.0,0.25,0.25,0.3333333333333333,0.6666666666666667
128,2026-06-21 08:00:00+00:00,0.1,2,45,13,42,1.0,0.40476190476190477,0.40476190476190477,1.0,0.7130952380952381,1.0,0.40476190476190477,0.40476190476190477,0.40476190476190477,0.40476190476190477,0.40476190476190477,2,0.15384615384615385,0.15384615384615385,0.07692307692307693,0.15384615384615385,0.15384615384615385,0.0
128,2026-06-21 08:00:00+00:00,0.25,4,45,13,42,1.0,0.21428571428571427,0.21428571428571427,0.9761904761904762,0.6904761904761905,1.0,0.21428571428571427,0.30952380952380953,0.40476190476190477,0.21428571428571427,0.21428571428571427,4,0.3076923076923077,0.3076923076923077,0.07692307692307693,0.15384615384615385,0.3076923076923077,0.0
128,2026-06-21 08:00:00+00:00,0.5,7,45,13,42,1.0,0.07142857142857142,0.21428571428571427,0.9285714285714286,0.5940476190476192,1.0,0.21428571428571427,0.21428571428571427,0.21428571428571427,0.07142857142857142,0.07142857142857142,4,0.3076923076923077,0.5384615384615384,0.15384615384615385,0.3076923076923077,0.3076923076923077,0.4285714285714286
128,2026-06-21 08:00:00+00:00,1.0,13,45,13,42,1.0,0.023809523809523808,0.14285714285714285,0.7142857142857143,0.38095238095238093,0.9761904761904762,0.14285714285714285,0.14285714285714285,0.21428571428571427,0.023809523809523808,0.023809523809523808,5,0.38461538461538464,1.0,0.3076923076923077,0.3076923076923077,0.38461538461538464,0.6153846153846154
129,2026-06-21 09:00:00+00:00,0.1,3,51,21,57,0.9298245614035088,0.49056603773584906,0.49056603773584906,0.9811320754716981,0.7169811320754716,1.0,0.49056603773584906,0.49056603773584906,0.49056603773584906,0.49056603773584906,0.49056603773584906,3,0.14285714285714285,0.14285714285714285,0.047619047619047616,0.14285714285714285,0.14285714285714285,0.0
129,2026-06-21 09:00:00+00:00,0.25,6,51,21,57,0.9298245614035088,0.3018867924528302,0.49056603773584906,0.9433962264150944,0.660377358490566,1.0,0.3584905660377358,0.3584905660377358,0.49056603773584906,0.3018867924528302,0.33962264150943394,5,0.23809523809523808,0.2857142857142857,0.09523809523809523,0.19047619047619047,0.2857142857142857,0.16666666666666663
129,2026-06-21 09:00:00+00:00,0.5,11,51,21,57,0.9298245614035088,0.1320754716981132,0.3584905660377358,0.8301886792452831,0.5471698113207547,0.9811320754716981,0.2830188679245283,0.3018867924528302,0.3584905660377358,0.1320754716981132,0.1320754716981132,6,0.2857142857142857,0.5238095238095238,0.23809523809523808,0.2857142857142857,0.38095238095238093,0.4545454545454546
129,2026-06-21 09:00:00+00:00,1.0,21,51,21,57,0.9298245614035088,0.018867924528301886,0.1320754716981132,0.660377358490566,0.32075471698113206,0.9245283018867925,0.1320754716981132,0.1320754716981132,0.18867924528301888,0.018867924528301886,0.018867924528301886,10,0.47619047619047616,1.0,0.42857142857142855,0.47619047619047616,0.5714285714285714,0.5238095238095238
130,2026-06-21 10:00:00+00:00,0.1,3,49,22,51,0.9215686274509803,0.574468085106383,0.6170212765957447,0.9787234042553191,0.7446808510638298,1.0,0.6170212765957447,0.6170212765957447,0.6170212765957447,0.574468085106383,0.574468085106383,3,0.13636363636363635,0.13636363636363635,0.045454545454545456,0.13636363636363635,0.13636363636363635,0.0
130,2026-06-21 10:00:00+00:00,0.25,6,49,22,51,0.9215686274509803,0.425531914893617,0.48936170212765956,0.9361702127659575,0.7021276595744681,1.0,0.48936170212765956,0.48936170212765956,0.48936170212765956,0.425531914893617,0.425531914893617,6,0.2727272727272727,0.2727272727272727,0.13636363636363635,0.2727272727272727,0.2727272727272727,0.0
130,2026-06-21 10:00:00+00:00,0.5,11,49,22,51,0.9215686274509803,0.0851063829787234,0.40425531914893614,0.851063829787234,0.574468085106383,0.9787234042553191,0.40425531914893614,0.40425531914893614,0.40425531914893614,0.0851063829787234,0.1702127659574468,8,0.36363636363636365,0.5,0.22727272727272727,0.36363636363636365,0.36363636363636365,0.2727272727272727
130,2026-06-21 10:00:00+00:00,1.0,22,49,22,51,0.9215686274509803,0.02127659574468085,0.0851063829787234,0.6595744680851063,0.3191489361702128,0.8521276595744671,0.0851063829787234,0.14893617021276595,0.2127659574468085,0.02127659574468085,0.02127659574468085,14,0.6363636363636364,1.0,0.45454545454545453,0.5454545454545454,0.6818181818181818,0.36363636363636365
131,2026-06-21 11:00:00+00:00,0.1,3,48,26,63,0.9047619047619048,0.631578947368421,0.6491228070175439,0.9649122807017544,0.7719298245614035,1.0,0.5964912280701754,0.6491228070175439,0.6491228070175439,0.631578947368421,0.631578947368421,3,0.11538461538461539,0.11538461538461539,0.07692307692307693,0.11538461538461539,0.11538461538461539,0.0
131,2026-06-21 11:00:00+00:00,0.25,7,48,26,63,0.9047619047619048,0.43859649122807015,0.543859649122807,0.8947368421052632,0.6842105263157895,0.9824561403508771,0.543859649122807,0.543859649122807,0.543859649122807,0.38596491228070173,0.45614035087719296,6,0.23076923076923078,0.2692307692307692,0.15384615384615385,0.23076923076923078,0.23076923076923078,0.1428571428571429
131,2026-06-21 11:00:00+00:00,0.5,13,48,26,63,0.9047619047619048,0.12280701754385964,0.24561403508771928,0.7894736842105263,0.5087719298245614,0.9298245614035088,0.24561403508771928,0.24561403508771928,0.24561403508771928,0.07017543859649122,0.14035087719298245,11,0.4230769230769231,0.5,0.2692307692307692,0.4230769230769231,0.4230769230769231,0.15384615384615385
131,2026-06-21 11:00:00+00:00,1.0,26,48,26,63,0.9047619047619048,0.017543859649122806,0.07017543859649122,0.5263157894736842,0.21052631578947367,0.7719298245614035,0.05263157894736842,0.07017543859649122,0.07017543859649122,0.017543859649122806,0.017543859649122806,17,0.6538461538461539,1.0,0.5384615384615384,0.6153846153846154,0.6923076923076923,0.34615384615384615
132,2026-06-21 12:00:00+00:00,0.1,3,47,27,62,0.7096774193548387,0.7727272727272727,0.7272727272727273,0.9318181818181818,0.5227272727272727,1.0,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.5,0.7727272727272727,3,0.1111111111111111,0.1111111111111111,0.07407407407407407,0.1111111111111111,0.1111111111111111,0.0
132,2026-06-21 12:00:00+00:00,0.25,7,47,27,62,0.7096774193548387,0.3409090909090909,0.6363636363636364,0.7954545454545454,0.45454545454545453,0.9772727272727273,0.5,0.6136363636363636,0.6363636363636364,0.3409090909090909,0.3409090909090909,5,0.18518518518518517,0.25925925925925924,0.14814814814814814,0.18518518518518517,0.2222222222222222,0.2857142857142857
132,2026-06-21 12:00:00+00:00,0.5,14,47,27,62,0.7096774193548387,0.09090909090909091,0.22727272727272727,0.5454545454545454,0.3181818181818182,0.8636363636363636,0.22727272727272727,0.22727272727272727,0.22727272727272727,0.06818181818181818,0.09090909090909091,10,0.37037037037037035,0.5185185185185185,0.2962962962962963,0.37037037037037035,0.37037037037037035,0.2857142857142857
132,2026-06-21 12:00:00+00:00,1.0,27,47,27,62,0.7096774193548387,0.022727272727272728,0.09090909090909091,0.29545454545454547,0.13636363636363635,0.5,0.06818181818181818,0.06818181818181818,0.09090909090909091,0.022727272727272728,0.022727272727272728,18,0.6666666666666666,1.0,0.5555555555555556,0.5925925925925926,0.7407407407407407,0.33333333333333337
133,2026-06-21 13:00:00+00:00,0.1,3,44,24,53,0.7169811320754716,0.631578947368421,0.8421052631578947,0.9473684210526315,0.6578947368421053,1.0,0.8421052631578947,0.8421052631578947,0.8421052631578947,0.42105263157894735,0.6578947368421053,1,0.041666666666666664,0.125,0.08333333333333333,0.041666666666666664,0.08333333333333333,0.6666666666666667
133,2026-06-21 13:00:00+00:00,0.25,6,44,24,53,0.7169811320754716,0.23684210526315788,0.5263157894736842,0.8421052631578947,0.5776315789473685,1.0,0.42105263157894735,0.5263157894736842,0.8421052631578947,0.23684210526315788,0.23684210526315788,3,0.125,0.25,0.125,0.125,0.16666666666666666,0.5
133,2026-06-21 13:00:00+00:00,0.5,12,44,24,53,0.7169811320754716,0.10526315789473684,0.23684210526315788,0.6578947368421053,0.34210526315789475,0.8960526315789462,0.23684210526315788,0.23684210526315788,0.23684210526315788,0.10526315789473684,0.10526315789473684,8,0.3333333333333333,0.5,0.2916666666666667,0.3333333333333333,0.3333333333333333,0.33333333333333337
133,2026-06-21 13:00:00+00:00,1.0,24,44,24,53,0.7169811320754716,0.02631578947368421,0.10526315789473684,0.34210526315789475,0.15789473684210525,0.631578947368421,0.07894736842105263,0.10526315789473684,0.10526315789473684,0.02631578947368421,0.02631578947368421,14,0.5833333333333334,1.0,0.5416666666666666,0.5416666666666666,0.6666666666666666,0.41666666666666663
134,2026-06-21 14:00:00+00:00,0.1,3,46,26,60,0.7333333333333333,0.4772727272727273,0.8409090909090909,0.9545454545454546,0.6363636363636364,1.0,0.4772727272727273,0.8409090909090909,0.8409090909090909,0.38636363636363635,0.4772727272727273,1,0.038461538461538464,0.11538461538461539,0.07692307692307693,0.038461538461538464,0.07692307692307693,0.6666666666666667
134,2026-06-21 14:00:00+00:00,0.25,7,46,26,60,0.7333333333333333,0.22727272727272727,0.38636363636363635,0.8409090909090909,0.4761363636363637,1.0,0.38636363636363635,0.38636363636363635,0.4772727272727273,0.22727272727272727,0.22727272727272727,4,0.15384615384615385,0.2692307692307692,0.15384615384615385,0.15384615384615385,0.19230769230769232,0.4285714285714286
134,2026-06-21 14:00:00+00:00,0.5,13,46,26,60,0.7333333333333333,0.11363636363636363,0.22727272727272727,0.6363636363636364,0.3409090909090909,0.9090909090909091,0.22727272727272727,0.22727272727272727,0.22727272727272727,0.11363636363636363,0.1590909090909091,9,0.34615384615384615,0.5,0.2692307692307692,0.34615384615384615,0.34615384615384615,0.3076923076923077
134,2026-06-21 14:00:00+00:00,1.0,26,46,26,60,0.7333333333333333,0.022727272727272728,0.09090909090909091,0.32954545454545453,0.1590909090909091,0.6363636363636364,0.06818181818181818,0.09090909090909091,0.09090909090909091,0.022727272727272728,0.022727272727272728,16,0.6153846153846154,1.0,0.5769230769230769,0.6153846153846154,0.7307692307692307,0.3846153846153846
135,2026-06-21 15:00:00+00:00,0.1,3,46,22,55,0.6545454545454545,0.3888888888888889,1.0,0.9722222222222222,0.5,1.0,1.0,1.0,1.0,0.3888888888888889,0.5,0,0.0,0.13636363636363635,0.045454545454545456,0.0,0.045454545454545456,1.0
135,2026-06-21 15:00:00+00:00,0.25,6,46,22,55,0.6545454545454545,0.3888888888888889,0.5,0.8888888888888888,0.47083333333333344,1.0,0.5,0.5,0.5,0.3333333333333333,0.4444444444444444,3,0.13636363636363635,0.2727272727272727,0.13636363636363635,0.13636363636363635,0.13636363636363635,0.5
135,2026-06-21 15:00:00+00:00,0.5,11,46,22,55,0.6545454545454545,0.1388888888888889,0.3888888888888889,0.6944444444444444,0.3611111111111111,0.9722222222222222,0.3333333333333333,0.4444444444444444,0.5,0.1388888888888889,0.1388888888888889,7,0.3181818181818182,0.5,0.22727272727272727,0.2727272727272727,0.3181818181818182,0.36363636363636365
135,2026-06-21 15:00:00+00:00,1.0,22,46,22,55,0.6545454545454545,0.027777777777777776,0.1388888888888889,0.4166666666666667,0.2222222222222222,0.7791666666666655,0.1388888888888889,0.1388888888888889,0.1388888888888889,0.027777777777777776,0.027777777777777776,14,0.6363636363636364,1.0,0.45454545454545453,0.6363636363636364,0.6363636363636364,0.36363636363636365
136,2026-06-21 16:00:00+00:00,0.1,3,48,22,50,0.64,0.59375,1.0,1.0,0.59375,1.0,1.0,1.0,1.0,0.59375,0.59375,0,0.0,0.13636363636363635,0.045454545454545456,0.0,0.045454545454545456,1.0
136,2026-06-21 16:00:00+00:00,0.25,6,48,22,50,0.64,0.40625,0.59375,0.9375,0.5625,1.0,0.59375,0.59375,0.59375,0.40625,0.40625,3,0.13636363636363635,0.2727272727272727,0.13636363636363635,0.13636363636363635,0.13636363636363635,0.5
136,2026-06-21 16:00:00+00:00,0.5,11,48,22,50,0.64,0.15625,0.46875,0.6875,0.4375,1.0,0.46875,0.59375,0.59375,0.15625,0.15625,7,0.3181818181818182,0.5,0.22727272727272727,0.2727272727272727,0.3181818181818182,0.36363636363636365
136,2026-06-21 16:00:00+00:00,1.0,22,48,22,50,0.64,0.03125,0.15625,0.5,0.21875,0.875,0.15625,0.15625,0.25,0.03125,0.03125,13,0.5909090909090909,1.0,0.45454545454545453,0.5454545454545454,0.5909090909090909,0.40909090909090906
137,2026-06-21 17:00:00+00:00,0.1,2,49,18,43,0.5116279069767442,0.8181818181818182,1.0,1.0,0.8181818181818182,1.0,1.0,1.0,1.0,0.8181818181818182,0.8181818181818182,0,0.0,0.1111111111111111,0.05555555555555555,0.0,0.0,1.0
137,2026-06-21 17:00:00+00:00,0.25,5,49,18,43,0.5116279069767442,0.6363636363636364,0.8181818181818182,0.9545454545454546,0.7272727272727273,1.0,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.5909090909090909,0.6363636363636364,2,0.1111111111111111,0.2777777777777778,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.6
137,2026-06-21 17:00:00+00:00,0.5,9,49,18,43,0.5116279069767442,0.22727272727272727,0.8181818181818182,0.9090909090909091,0.5909090909090909,1.0,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.22727272727272727,0.36363636363636365,4,0.2222222222222222,0.5,0.16666666666666666,0.2222222222222222,0.2777777777777778,0.5555555555555556
137,2026-06-21 17:00:00+00:00,1.0,18,49,18,43,0.5116279069767442,0.045454545454545456,0.36363636363636365,0.7272727272727273,0.36363636363636365,0.9545454545454546,0.22727272727272727,0.36363636363636365,0.36363636363636365,0.045454545454545456,0.045454545454545456,9,0.5,1.0,0.3888888888888889,0.5,0.5555555555555556,0.5
138,2026-06-21 18:00:00+00:00,0.1,2,50,18,44,0.4318181818181818,0.8947368421052632,1.0,1.0,0.7368421052631579,1.0,1.0,1.0,1.0,0.8947368421052632,1.0,0,0.0,0.1111111111111111,0.05555555555555555,0.0,0.0,1.0
138,2026-06-21 18:00:00+00:00,0.25,5,50,18,44,0.4318181818181818,0.8947368421052632,0.8947368421052632,1.0,0.631578947368421,1.0,0.8947368421052632,0.8947368421052632,0.8947368421052632,0.5263157894736842,0.8947368421052632,2,0.1111111111111111,0.2777777777777778,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.6
138,2026-06-21 18:00:00+00:00,0.5,9,50,18,44,0.4318181818181818,0.47368421052631576,0.8947368421052632,0.8947368421052632,0.5789473684210527,1.0,0.631578947368421,0.631578947368421,0.8947368421052632,0.21052631578947367,0.47368421052631576,4,0.2222222222222222,0.5,0.16666666666666666,0.16666666666666666,0.2777777777777778,0.5555555555555556
138,2026-06-21 18:00:00+00:00,1.0,18,50,18,44,0.4318181818181818,0.05263157894736842,0.631578947368421,0.6842105263157895,0.47368421052631576,0.9473684210526315,0.47368421052631576,0.5263157894736842,0.631578947368421,0.05263157894736842,0.05263157894736842,8,0.4444444444444444,1.0,0.3888888888888889,0.4444444444444444,0.4444444444444444,0.5555555555555556
139,2026-06-21 19:00:00+00:00,0.1,3,53,21,54,0.35185185185185186,0.8947368421052632,1.0,1.0,0.631578947368421,1.0,1.0,1.0,1.0,0.8947368421052632,1.0,1,0.047619047619047616,0.14285714285714285,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.6666666666666667
139,2026-06-21 19:00:00+00:00,0.25,6,53,21,54,0.35185185185185186,0.6842105263157895,0.8947368421052632,1.0,0.631578947368421,1.0,0.8947368421052632,0.8947368421052632,0.8947368421052632,0.47368421052631576,0.6842105263157895,3,0.14285714285714285,0.2857142857142857,0.09523809523809523,0.14285714285714285,0.14285714285714285,0.5
139,2026-06-21 19:00:00+00:00,0.5,11,53,21,54,0.35185185185185186,0.2631578947368421,0.6842105263157895,0.8947368421052632,0.5789473684210527,1.0,0.6842105263157895,0.6842105263157895,0.6842105263157895,0.15789473684210525,0.3684210526315789,6,0.2857142857142857,0.5238095238095238,0.19047619047619047,0.2857142857142857,0.2857142857142857,0.4545454545454546
139,2026-06-21 19:00:00+00:00,1.0,21,53,21,54,0.35185185185185186,0.05263157894736842,0.42105263157894735,0.631578947368421,0.42105263157894735,1.0,0.2631578947368421,0.42105263157894735,0.42105263157894735,0.05263157894736842,0.05263157894736842,11,0.5238095238095238,1.0,0.38095238095238093,0.47619047619047616,0.5238095238095238,0.47619047619047616
140,2026-06-21 20:00:00+00:00,0.1,3,59,22,55,0.4,0.6363636363636364,0.6363636363636364,1.0,0.5454545454545454,1.0,0.6363636363636364,0.6363636363636364,0.6363636363636364,0.6363636363636364,0.6363636363636364,1,0.045454545454545456,0.13636363636363635,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.6666666666666667
140,2026-06-21 20:00:00+00:00,0.25,6,59,22,55,0.4,0.22727272727272727,0.6363636363636364,1.0,0.5,1.0,0.6363636363636364,0.6363636363636364,0.6363636363636364,0.22727272727272727,0.22727272727272727,2,0.09090909090909091,0.2727272727272727,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.6666666666666667
140,2026-06-21 20:00:00+00:00,0.5,11,59,22,55,0.4,0.22727272727272727,0.22727272727272727,0.8636363636363636,0.5,1.0,0.22727272727272727,0.5,0.6363636363636364,0.13636363636363635,0.22727272727272727,7,0.3181818181818182,0.5,0.18181818181818182,0.22727272727272727,0.3181818181818182,0.36363636363636365
140,2026-06-21 20:00:00+00:00,1.0,22,59,22,55,0.4,0.045454545454545456,0.22727272727272727,0.5454545454545454,0.36363636363636365,0.9545454545454546,0.18181818181818182,0.22727272727272727,0.22727272727272727,0.045454545454545456,0.045454545454545456,11,0.5,1.0,0.36363636363636365,0.4090909090909091,0.5,0.5
141,2026-06-21 21:00:00+00:00,0.1,3,61,23,58,0.603448275862069,0.4,0.7714285714285715,1.0,0.6285714285714286,1.0,0.7714285714285715,0.7714285714285715,0.7714285714285715,0.4,0.4,2,0.08695652173913043,0.13043478260869565,0.043478260869565216,0.08695652173913043,0.08695652173913043,0.33333333333333337
141,2026-06-21 21:00:00+00:00,0.25,6,61,23,58,0.603448275862069,0.14285714285714285,0.7714285714285715,0.9428571428571428,0.5714285714285714,1.0,0.5142857142857142,0.5142857142857142,0.7714285714285715,0.14285714285714285,0.14285714285714285,2,0.08695652173913043,0.2608695652173913,0.08695652173913043,0.08695652173913043,0.13043478260869565,0.6666666666666667
141,2026-06-21 21:00:00+00:00,0.5,12,61,23,58,0.603448275862069,0.08571428571428572,0.2571428571428571,0.7142857142857143,0.37142857142857144,1.0,0.2571428571428571,0.2571428571428571,0.4,0.08571428571428572,0.08571428571428572,7,0.30434782608695654,0.5217391304347826,0.17391304347826086,0.2608695652173913,0.30434782608695654,0.41666666666666663
